id,title,filename,system,content_len,domain_term_count,dtc_count,metadata_key_count,embedding_norm,pca_1,pca_2,pca_radius
7d385574-7a11-4b05-97a7-0b4536a0014f,新能源汽车典型维修案例库_维修诊断手册.pdf,新能源汽车典型维修案例库_维修诊断手册.pdf,快充/慢充,900,20,10,8,1.0000000300375536,0.011130954025488337,-0.04154229591179947,0.0430076793973012
7bb911d9-199d-4bdf-87c2-af668c21e279,新能源汽车典型维修案例库_维修诊断手册.pdf,新能源汽车典型维修案例库_维修诊断手册.pdf,快充/慢充,900,17,4,9,1.0000000925642485,-0.21911441113230623,0.027043277536681044,0.22077695537755582
ee6d4772-b901-4484-b97b-519d22b8501d,新能源汽车典型维修案例库_维修诊断手册.pdf,新能源汽车典型维修案例库_维修诊断手册.pdf,快充/慢充,482,12,3,7,1.0000000288328457,0.08518063601207752,-0.1481700927162376,0.17090967534624973
a5d33c12-9f28-4814-8712-54eddb8e888f,新能源汽车典型维修案例库_维修诊断手册.pdf,新能源汽车典型维修案例库_维修诊断手册.pdf,快充/慢充,900,14,7,8,1.0000000743250874,0.23117749069244656,0.12736410446089697,0.2639406132219566
2c302d86-a679-4748-bb7e-fc5577951900,热管理系统_维修诊断手册.pdf,热管理系统_维修诊断手册.pdf,快充/慢充,900,12,3,9,0.9999999248131748,-0.15189356166316273,0.014946326227766359,0.15262714942770778
8c8a8b65-24f1-45f1-aad0-a6aedd90bbbe,热管理系统_维修诊断手册.pdf,热管理系统_维修诊断手册.pdf,快充/慢充,900,7,5,9,0.9999999669821692,0.19140133963543304,-0.09759272347081287,0.21484602041622494
f0da3113-87a4-431b-8a68-961b2c772d96,热管理系统_维修诊断手册.pdf,热管理系统_维修诊断手册.pdf,快充/慢充,900,7,1,9,0.9999999721042048,0.09069410177795478,-0.20863629399342645,0.22749620495432774
f75df950-98b7-4aa9-b05b-c5ce33a6a439,热管理系统_维修诊断手册.pdf,热管理系统_维修诊断手册.pdf,快充/慢充,900,9,2,9,1.0000000264364866,0.152285570614643,-0.10660106595478538,0.18588889767848946
aa98b4d2-871e-468e-934a-2529b262e739,热管理系统_维修诊断手册.pdf,热管理系统_维修诊断手册.pdf,快充/慢充,531,7,1,8,0.9999999755945543,0.12630490883930406,-0.24419627239276978,0.27492680743686804
9de6dde5-7a2a-45b6-8c67-c260cf0138e0,驱动电机与MCU_维修诊断手册.pdf,驱动电机与MCU_维修诊断手册.pdf,BMS/电池,678,7,3,8,1.0000000117147647,0.18059543737699418,0.07287708536460426,0.19474542760390456
97758a26-f08b-43b6-bb97-0b571fa1403d,驱动电机与MCU_维修诊断手册.pdf,驱动电机与MCU_维修诊断手册.pdf,BMS/电池,900,7,2,9,1.0000000058380552,0.15803856873768515,0.11696413499356319,0.19661332122582262
27654e42-b9f1-4c0e-abcf-92f60f5d1f73,驱动电机与MCU_维修诊断手册.pdf,驱动电机与MCU_维修诊断手册.pdf,电驱/热管理,900,5,1,9,1.000000052094778,0.2095842095704746,0.09444670101089299,0.22988197022194157
3545e3d7-f3bb-41e7-a139-14dc11f61341,驱动电机与MCU_维修诊断手册.pdf,驱动电机与MCU_维修诊断手册.pdf,BMS/电池,900,10,5,9,0.999999950683051,0.24308338056079484,0.1802692177345696,0.3026326498702641
